"RCD","Symbol","HGNC_ID","ENSG_stable","Dependence","Evidence","Exp_organism","Pathway","Confidence","Experiments","Caution","UniProtAC","PMID","Remark","Latest_update","Data_source","Gene_type_hgnc_locus_type_or_other"
"Ferroptosis","NFS1","HGNC:15910","ENSG00000244005","phosphorylation at S293","CRC cells in which NFS1 suppression synergized with oxaliplatin treatment underwent PANoptosis, including apoptosis, necroptosis, pyroptosis, and ferroptosis. NFS1 prevents PANoptosis under oxaliplatin treatment depending on its phosphorylation level at S293.","Human","NFS1 :-: Ferroptosis","Validated",0,"_NA_","Q9Y697","35221331","_NA_",2023-03-16,"FerrDb team","gene with protein product"
"Ferroptosis","AXL","HGNC:905","ENSG00000167601","_NA_","AXL inhibition induces ferroptosis.","Human","AXL :-: Ferroptosis","Validated",0,"_NA_","P30530","35332208","_NA_",2023-03-22,"FerrDb team","gene with protein product"
"Ferroptosis","FGFR4","HGNC:3691","ENSG00000160867","N6-methyladenosine regulation","N6-methyladenosine regulated FGFR4 attenuates ferroptotic cell death in recalcitrant HER2-positive breast cancer.","Human","FGFR4 :+: SLC7A11, SLC7A11 :-: Ferroptosis, FGFR4 :+: FPN1, FPN1 :-: Ferroptosis, FGFR4 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P22455","35562334","_NA_",2023-03-22,"FerrDb team","gene with protein product"
"Ferroptosis","G3BP1","HGNC:30292","ENSG00000145907","_NA_","It was indicated the G3BP1 dysfunction aggravates the cell ferroptosis (Figure 3G).","Human","G3BP1 :-: MTOR, MTOR :+: Ferroptosis","Validated",0,"_NA_","Q13283","36450665","_NA_",2023-04-11,"FerrDb team","gene with protein product"
"Ferroptosis","KRT18","HGNC:6430","ENSG00000111057","_NA_","Keratin 18 Depletion as a Possible Mechanism for the Induction of Apoptosis and Ferroptosis in the Rat Hippocampus After Hypobaric Hypoxia.","Rat","KRT18 :-: Ferroptosis","Predicted",0,"_NA_","P05783","36395917","Keratin 18 in article.",2023-04-11,"FerrDb team","gene with protein product"
"Ferroptosis","VDR","HGNC:12679","ENSG00000111424","_NA_","1,25D inhibits pancreatic β cell ferroptosis by upregulating the expression of VDR","Rat","VDR :-: FOXO1,  FOXO1 :+: Ferroptosis","Validated",0,"_NA_","P11473","36581217","_NA_",2023-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","HPWE activates the Nrf2 signaling to overcome the oxidative stress and ferroptosis in BRL-3A cells","Mice","NFE2L2 :+: HO-1, HO-1 :-: Ferroptosis","Validated",0,"_NA_","Q16236","36572326","Nrf2 in article.",2023-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","GRN","HGNC:4601","ENSG00000030582","_NA_","Our results indicate that PGRN derived from microglial lysosomes effectively inhibits ferroptosis during ischemic brain injury, identifying it as a promising target for ischemic stroke therapy.","Mice","GRN :-: lipid ROS, lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P28799","36514959","PGRN in article.",2023-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Interestingly, NRF2 knockdown notably decreased the expression of SLC7A11 and HO-1 and blocked the anti-ferroptosis effects of DMF.","Mice","NFE2L2 :+: HO-1, HO-1 :-: Ferroptosis, NRF2 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q16236","36482709","NRF2 in article.",2023-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","SESN2","HGNC:20746","ENSG00000130766","_NA_","Sestrin2 suppresses ferroptosis to alleviate septic intestinal inflammation and barrier dysfunction","Human","SESN2 :+: (AMPK/Nrf2), (AMPK/Nrf2) :-: Ferroptosis","Validated",0,"_NA_","P58004","36066109","_NA_",2023-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","PRDX6","HGNC:16753","ENSG00000117592","Pulmonary hypertension","PRDX6 overexpression significantly inhibited ferroptosis in PAECs under PH conditions in vitro and in vivo, as indicated by increased cell viability, decreased MDA, ROS and LIP levels, inhibited mitochondrial damage, upregulated GPX4 and FTH1 expression, and downregulated NOX4 expression.","Rat","PRDX6 :-: HMGB1, HMGB1 :+:  Ferroptosis","Validated",0,"_NA_","P30041","36566948","_NA_",2023-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","FTH1","HGNC:3976","ENSG00000167996","_NA_","Collectively these data indicate that loss of FtH1 worsens ferroptosis and exacerbates proximal tubular epithelial cell injury in settings of glomerulonephritis.","Human, mice","FTH1 :+: GPX4, GPX4 :-: Ferroptosis, FTH1 :-: ACSL4, ACSL4  :+:  Ferroptosis","Validated",0,"_NA_","P02794","36566913","_NA_",2023-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","LAMTOR5","HGNC:17955","ENSG00000134248","_NA_","Regarding the molecular mechanism, HBXIP transcriptionally induced the expression of stearoyl-CoA desaturase (SCD) via coactivating the transcriptional factor ZNF263, resulting in the accumulation of free fatty acids and suppression of ferroptosis.","Human, mice","LAMTOR5 :+: ZNF263,ZNF263 :+: SCD, SCD :-: Ferroptosis","Validated",0,"_NA_","O43504","36109580","HBXIP in article.",2023-04-19,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Our findings indicate that overexpressing Nrf2 reversed HSV-1-induced GSH depletion, thereby ameliorating the process of ferroptosis.","Human, mice","NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","36507835","Nrf2 in article.",2023-04-19,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Finally, the targeted knockdown of Nrf2 abolished the anti-ferroptosis effect of propofol.","Human, mice","NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","36586453","Nrf2 in article.",2023-04-19,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","The knockdown of GPX4 restored the sensitivity of TMEM164-knockdown PANC1 cells to ferroptosis more than the knockdown of FTH1 or the administration of pyrrophenone","Human, mice","GPX4 :-: Ferroptosis","Validated",0,"_NA_","P36969","35947500","_NA_",2023-04-19,"FerrDb team","gene with protein product"
"Ferroptosis","SIRT1","HGNC:14929","ENSG00000096717","_NA_","MtROS-induced ferroptosis was inhibited by SIRT1.","Rat","SIRT1 :-: Ferroptosis","Validated",0,"_NA_","Q96EB6","36496165","_NA_",2023-04-20,"FerrDb team","gene with protein product"
"Ferroptosis","ATF2","HGNC:784","ENSG00000115966","_NA_","ATF2 knockdown enhances sorafenib-induced ferroptosis in GC cells.","Human","ATF2 :+: HSPH1, HSPH1 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","P15336","36473315","_NA_",2023-04-20,"FerrDb team","gene with protein product"
"Ferroptosis","AIFM2","HGNC:21411","ENSG00000042286","_NA_","Elevated FSP1 protects KRAS-mutated cells from ferroptosis during tumor initiation.","Human, mice","AIFM2 :-: Ferroptosis","Validated",0,"_NA_","Q9BRQ8","36443441","FSP1 in article.",2023-04-20,"FerrDb team","gene with protein product"
"Ferroptosis","SPDYA","HGNC:30613","ENSG00000163806","_NA_","Overexpression of SPY1 inhibits ferroptosis in ALS.","Mice","SPDYA :-: TFR1, TFR1 :+: Ferroptosis, SPDYA :+: GCH1, GCH1 :+: BH4, BH4 :-: Ferroptosis","Validated",0,"_NA_","Q5MJ70","36443440","SPY1 in article.",2023-04-20,"FerrDb team","gene with protein product"
"Ferroptosis","POU2F2","HGNC:9213","ENSG00000028277","_NA_","Knockdown of POU2F2 Exacerbated Neuronal Impairment and Aggravated Oxidative Stress and Ferroptosis in OGD/R-Treated Primary Neurons.","Mice","POU2F2 :+: SESN2, SESN2 :-: Ferroptosis","Validated",0,"_NA_","P09086","36306010","_NA_",2023-07-12,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Moreover, GPX4-deficient CD4+ T cells were susceptible to ferroptosis in EAE model.","Mice","GPX4 :-: Ferroptosis","Validated",0,"_NA_","P36969","36565564","_NA_",2023-07-12,"FerrDb team","gene with protein product"
"Ferroptosis","ZFP36","HGNC:12862","ENSG00000128016","_NA_","Moreover, ZFP36 could directly bound to acyl-CoA synthetase long-chain family member 4 (ACSL4) mRNA to decay its expression, thus negatively modulating ACSL4-mediated oxidative stress and ferroptosis.","Mice","ZFP36 :-: ACSL4, ACSL4 :+: Ferroptosis","Validated",0,"_NA_","P26651","36435477","_NA_",2023-07-12,"FerrDb team","gene with protein product"
"Ferroptosis","KLF15","HGNC:14536","ENSG00000163884","_NA_","KLF15 knockdown blocks ELA-meidated benificial roles in the ferroptosis and ROS generation in DOX-pretreated rat aortic AFs.","Rat","KLF15 :+: (Nrf2/SLC7A11/GPX4), (Nrf2/SLC7A11/GPX4) :-: Ferroptosis","Validated",0,"_NA_","Q9UIH9","36510036","ELA-mediated alleviation of oxidative stress and ferroptosis",2023-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","PRKAA2","HGNC:9377","ENSG00000162409","_NA_","Furthermore, AMPK activation may reduce hippocampal ferroptosis, and consequently improve cognitive performance in diabetic mice.","Mice","PRKAA2 :-: LCN2, LCN2 :+: Ferroptosis","Validated",0,"_NA_","P54646","36502872","AMPK in article.",2023-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","NTRK2","HGNC:8032","ENSG00000148053","_NA_","TrkB agonist N-acetyl serotonin promotes functional recovery after traumatic brain injury by suppressing ferroptosis via the PI3K/Akt/Nrf2/Ferritin H pathway","Mice","NTRK2 :+: (PI3K/Akt/Nrf2), (PI3K/Akt/Nrf2) :-: Ferroptosis","Validated",0,"_NA_","Q16620","36493983","TrkB in article.",2023-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","NTN1","HGNC:8029","ENSG00000065320","_NA_","Netrin-1 upregulates GPX4 and prevents ferroptosis after traumatic brain injury via the UNC5B/Nrf2 signaling pathway","Human, mice","NTN1 :+: (UNC5B/Nrf2), (UNC5B/Nrf2) :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","O95631","36468399","_NA_",2023-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","SIRT6","HGNC:14934","ENSG00000077463","_NA_","loss of SIRT6 still aggravated ferroptosis compared with that in the negative control group, as indicated by the observed dynamic downregulation of the key phenotypic factors GPX4 and FTH1","Human, rat","SIRT6 :+: (Nrf2/GPX4), (Nrf2/GPX4) :-: Ferroptosis","Validated",0,"_NA_","Q8N6T7","36463827","_NA_",2023-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","MIR217","HGNC:31594","ENSG00000207548","_NA_","miR-217 inhibits ferroptosis of T24 cells","Human","MIR217 :-: Ferroptosis","Validated",0,"_NA_","_NA_","36461670","_NA_",2023-07-21,"FerrDb team","RNA, micro"
"Ferroptosis","SND1","HGNC:30646","ENSG00000197157","_NA_","Inhibition of SND1 overcomes chemoresistance in bladder cancer cells by promoting ferroptosis","Human","SND1 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q7KZF4","36453257","_NA_",2023-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","Ectopic expression","Ectopic expression of Nrf2 inhibits triptolide-induced ferroptosis","Human","NFE2L2 :+: GPX4, GPX4 :-: Ferroptosis","Predicted",0,"_NA_","Q16236","36453238","Nrf-2 in article.",2023-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","Macrophage‐specific xCT knockout triggers ferroptosis to suppress the progression of HCC.","Mice","SLC7A11 :-: Ferroptosis","validated",0,"_NA_","Q9UPY5","36442849","xCT in article.",2023-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","METTL16","HGNC:28484","ENSG00000127804","m6A modification","METTL16 epigenetically enhances GPX4 expression via m6A modification to promote breast cancer progression by inhibiting ferroptosis.","Human","METTL16 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q86W50","36434904","_NA_",2023-07-25,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","interact with autophagy","Nrf2 and its dependent autophagy activation cooperatively counteract ferroptosis to alleviate acute liver injury.","Human, rat","NFE2L2 :-: Ferroptosis","Deduced",0,"_NA_","Q16236","36410674","Nrf2 in article.",2023-07-25,"FerrDb team","gene with protein product"
"Ferroptosis","YAP1","HGNC:16262","ENSG00000137693","_NA_","Activation of YAP attenuates lenvatinib-induced ferroptosis.","Human, mice","YAP1 :-: Ferroptosis","Validated",0,"_NA_","P46937","36374802","YAP in article.",2023-07-25,"FerrDb team","gene with protein product"
"Ferroptosis","CST1","HGNC:2473","ENSG00000170373","_NA_","CST1 reduces intracellular ROS and inhibits ferroptosis through GPX4.","Mice","CST1 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P01037","36369321","_NA_",2023-07-25,"FerrDb team","gene with protein product"
"Ferroptosis","FTO","HGNC:24678","ENSG00000140718","_NA_","FTO enhances radioresistance by repressing radiation-induced ferroptosis in NPC.","Human, mice","FTO :+: OTUB1, OTUB1 :-: Ferroptosis","Validated",0,"_NA_","Q9C0B1","36343416","_NA_",2023-07-28,"FerrDb team","gene with protein product"
"Ferroptosis","NQO1","HGNC:2874","ENSG00000181019","Tanshinone compounds","NQO1 KO abolishes the protective effect of tanshinone IIA against ferroptosis.","Human","NQO1 :-: Ferroptosis","Validated",0,"_NA_","P15559","36319062","_NA_",2023-07-28,"FerrDb team","gene with protein product"
"Ferroptosis","SATB1","HGNC:10541","ENSG00000182568","_NA_","Inhibition of SATB1 significantly reduced SLC7A11-HO-1 and significantly attenuated the anti-ferroptosis effects of DHI in the OGD model.","Mice","SATB1 :+: (SLC7A11/HO-1), (SLC7A11/HO-1) :-: Ferroptosis","Validated",0,"_NA_","Q01826","36274077","_NA_",2023-07-28,"FerrDb team","gene with protein product"
"Ferroptosis","ASAP2","HGNC:2721","ENSG00000151693","_NA_","The inhibition of ASAP2 promoted ferroptosis in model of DN.","Human, mice","ASAP2 :-: miR-770-5p, miR-770-5p :-:  SOX2, SOX2 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","O43150","36153434","_NA_",2023-07-28,"FerrDb team","gene with protein product"
"Ferroptosis","CSE","HGNC:2501","ENSG00000116761","_NA_","We then found that downregulation of CSE sensitized cells to ferroptosis , whereas its upregulation made cells more resistant .","Human","CSE :-: Ferroptosis","Validated",0,"_NA_","P32929","36109647","_NA_",2023-07-28,"FerrDb team","gene with protein product"
"Ferroptosis","SQOR","HGNC:20390","ENSG00000137767","_NA_","Depletion of the persulfide-generating enzyme sulfide:quinone reductase (SQR) increased ferroptosis sensitivity.","Human","SQOR :-: Ferroptosis","Validated",0,"_NA_","Q9Y6N5","36109647","SQR in article.",2023-07-28,"FerrDb team","gene with protein product"
"Ferroptosis","CPLX2","HGNC:2310","ENSG00000145920","_NA_","Downregulation of CPLX2 Promotes Ferroptosis and Apoptosis of HCC.","Human","CPLX2 :-: Ferroptosis","Validated",0,"_NA_","Q6PUV4","36107387","_NA_",2023-07-28,"FerrDb team","gene with protein product"
"Ferroptosis","circCMTM3","_NA_","_NA_","Binding with IGF2BP1.","CircCMTM3 promoted the carcinogenesis through inhibiting ferroptosis by recruiting IGF2BP1 to increase PARK7 stability in HCC, suggesting that cicrCMTM3 may be an important marker for HCC treatment.","Human","circCMTM3 :+: PARK7, PARK7 :-: Ferroptosis","Validated",0,"_NA_","_NA_","36586770","_NA_",2023-08-08,"FerrDb team","RNA, circular"
"Ferroptosis","SLC47A1","HGNC:25588","ENSG00000142494","_NA_","SLC47A1 is a repressor of ferroptosis.","Human","SLC47A1 :-: Ferroptosis","Validated",0,"_NA_","Q96FL8","36575162","_NA_",2023-08-08,"FerrDb team","gene with protein product"
"Ferroptosis","circ-ITCH","_NA_","_NA_","Recruit TAF15 protein.","Circ-ITCH in HUVECs recruited TAF15 protein to stabilize Nrf2 mRNA, thus activating the Nrf2 signalling pathway and suppressing ferroptosis.","Mice","circ-ITCH :+: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","_NA_","36537855","_NA_",2023-08-08,"FerrDb team","RNA, circular"
"Ferroptosis","APELA","HGNC:48925","ENSG00000248329","_NA_","Subsequent mechanistic studies suggest that Elabela increases FTH1 levels by inhibiting the ferritinophagy pathway, and consequently chelates the intracellular labile iron pool and eventually arrests ferroptosis.","Human, mice","APELA :+: FTH1, FTH1 :-: Ferroptosis","Validated",0,"_NA_","P0DMC3","36611895","Elabela in article.",2023-08-04,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Deregulated GPX4 and FSP1 contribute to SiO2-induced AEC2 ferroptosis.","Mice","GPX4 :-: Ferroptosis","Validated",0,"_NA_","P36969","36566325","_NA_",2023-08-04,"FerrDb team","gene with protein product"
"Ferroptosis","AIFM2","HGNC:21411","ENSG00000042286","_NA_","Deregulated GPX4 and FSP1 contribute to SiO2-induced AEC2 ferroptosis.","Mice","AIFM2 :-: Ferroptosis","Validated",0,"_NA_","Q9BRQ8","36566325","FSP1 in article.",2023-08-04,"FerrDb team","gene with protein product"
"Ferroptosis","SLC1A5","HGNC:10943","ENSG00000105281","_NA_","The above results suggested that high expression of SLC1A5 in glioma cells could increase GPX4 expression, thus suppressing intracellular oxidative stress and ferroptosis level.","Human, mice","SLC1A5 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q15758","36566214","_NA_",2023-08-04,"FerrDb team","gene with protein product"
"Ferroptosis","PCSK9","HGNC:20001","ENSG00000169174","_NA_","The inhibition of PCSK9 led to excessive lipid accumulation and created a void in the defense against oxidative stress, thereby enhancing the vulnerability of cancer cells to ferroptosis.","Human, zebrafish","PCSK9 :+: (p62/Keap1/Nrf2), (p62/Keap1/Nrf2) :-: Ferroptosis","Validated",0,"_NA_","Q8NBP7","36611859","_NA_",2023-08-04,"FerrDb team","gene with protein product"
"Ferroptosis","HPX","HGNC:5171","ENSG0000011016","_NA_","Hpx mitigates Dox-induced ferroptosis in the heart.","Human, mice","HPX :-: (PTGS2/COX2), (PTGS2/COX2) :+: Ferroptosis","Validated",0,"_NA_","P02790","36563141","_NA_",2023-08-04,"FerrDb team","gene with protein product"
"Ferroptosis","MYC","HGNC:7553","ENSG00000136997","_NA_","Ferritin autophagy and ferroptosis detection showed that C-MYC could inhibit ferroptosis through NCOA4-mediated ferritin autophagy, thus reducing ROS and inhibiting mitophagy in ovarian cancer cells.","Human, mice","MYC :-: NCOA4, NCOA4 :+: Ferroptosis","Validated",0,"_NA_","P01106","36552889","C-MYC in article.",2023-08-11,"FerrDb team","gene with protein product"
"Ferroptosis","CB2R","_NA_","_NA_","_NA_","These results suggested that BCP inhibited macrophage ferroptosis by activating the CB2R.","Mice","CB2R :-: Ferroptosis","Deduced",0,"_NA_","_NA_","36555694","_NA_",2023-08-11,"FerrDb team","_NA_"
"Ferroptosis","HOXA11-AS","HGNC:24957","ENSG00000240990","_NA_","HOXA11-AS overexpression decreased ferroptosis, as evidenced by decreases in apoptosis, intracellular and lipid ROS production, and ferroptotic protein expression. HOXA11-AS promoted the migration of injured B4G12 cells.","Human, mice","HOXA11-AS :-: miR-155, miR-155 :+: Ferroptosis","Validated",0,"_NA_","_NA_","36628203","_NA_",2023-08-11,"FerrDb team","RNA, long non-coding"
"Ferroptosis","IGF2BP3","HGNC:28868","ENSG00000136231","_NA_","IGF2BP3 desensitizes ferroptosis and sustains anti-ferroptosis factors.","Human, mice","IGF2BP3 :-: Ferroptosis","Validated",0,"_NA_","O00425","36457846","_NA_",2023-08-11,"FerrDb team","gene with protein product"
"Ferroptosis","METTL3","HGNC:17563","ENSG00000165819","m6A modification","Fear stress-induced upregulation of METTL3 stabilized FSP1 mRNA by m6A modification, leading to tumor progression through inhibition of ferroptosis.","Mice","METTL3 :+: FSP1, FSP1 :-: Ferroptosis","Deduced",0,"_NA_","Q86U44","36484954","_NA_",2023-08-18,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","The silent Nrf2 prevented EG from improving GEN-induced apoptosis and ferroptosis.","Human, rat","NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","36500657","Nrf2 in article.",2023-08-18,"FerrDb team","gene with protein product"
"Ferroptosis","GOT1","HGNC:4432","ENSG00000120053","_NA_","Exosomal GOT1 Promoted Tumor Cell Growth and Inhibited Ferroptosis.","Human","GOT1 :+: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","P17174","36497150","_NA_",2023-09-20,"FerrDb team","gene with protein product"
"Ferroptosis","STC1","HGNC:11373","ENSG00000159167","_NA_","Stanniocalcin1 knockdown induces ferroptosis and suppresses glycolysis in prostate cancer via the Nrf2 pathway.","Human","STC1 :+: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","P52823","36591803","_NA_",2023-09-20,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","GPX4 Regulates Tumor Cell Proliferation via Suppressing Ferroptosis and Exhibits Prognostic Significance in Gastric Cancer.","Human","GPX4 :-: Ferroptosis","Validated",0,"_NA_","P36969","36456115","_NA_",2023-09-20,"FerrDb team","gene with protein product"
"Ferroptosis","FTL","HGNC:3999","ENSG00000087086","_NA_","Knockdownof FTL triggered ferroptosis affects spiral artery remodelling.","Human, rat","FTL :-: Ferroptosis","Validated",0,"_NA_","P02792","36446230","_NA_",2023-09-20,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","The inhibitory effects of CA on uterine injury and ferroptosis were prevented in Nrf2 knockdown mice","Mice","NFE2L2 :+: HO-1, HO-1 :-: Ferroptosis","Validated",0,"_NA_","Q16236","36403522","Nrf2 in article.",2023-09-22,"FerrDb team","gene with protein product"
"Ferroptosis","LRRK2","HGNC:18618","ENSG00000188906","_NA_","LRRK2 protects immune cells against erastin-induced ferroptosis","Human","LRRK2 :-: Ferroptosis","Validated",0,"_NA_","Q5S007","36336242","_NA_",2023-09-22,"FerrDb team","gene with protein product"
"Ferroptosis","HSPB1","HGNC:5246","ENSG00000106211","_NA_","HSPB1 overexpression improves hypoxic-ischemic brain damage by attenuating ferroptosis in rats through promoting G6PD expression.","Rat","HSPB1 :+: G6PD, G6PD :-: Ferroptosis","Deduced",0,"_NA_","P04792","36321738","_NA_",2023-09-28,"FerrDb team","gene with protein product"
"Ferroptosis","PLTP","HGNC:9093","ENSG00000100979","_NA_","Knockdown of PLTP increases sensitivity to RSL3-induced ferroptosis.","Human","PLTP :-: Ferroptosis","Validated",0,"_NA_","P55058","36309086","_NA_",2023-09-28,"FerrDb team","gene with protein product"
"Ferroptosis","MIR210","HGNC:31587","ENSG00000199038","_NA_","All these data demonstrated that H-exo derived miR-210-3p facilitated the proliferation of myocardial cells in H/R-treated H9C2 cells by suppressing TFR-mediated ferroptosis, which provided new methods to treat H/R-induced myocardial injury.","Rat","MIR210 :-: Ferroptosis","Validated",0,"_NA_","_NA_","36272206","_NA_",2023-09-28,"FerrDb team","RNA, micro"
"Ferroptosis","HSPA8","HGNC:5241","ENSG00000109971","_NA_","Inhibition of HSPA8 by rifampicin contributes to ferroptosis via enhancing autophagy.","Human","HSPA8 :-: Ferroptosis","Validated",0,"_NA_","P11142","36254713","_NA_",2023-09-28,"FerrDb team","gene with protein product"
"Ferroptosis","PCDH7","HGNC:8659","ENSG00000169851","_NA_","PCDH7 knockdown potentiates colon cancer cells to chemotherapy via inducing ferroptosis and changes in autophagy through restraining MEK1/2/ERK/c-Fos axis.","Human","PCDH7 :-: (MEK1/2/ERK/c-Fos), (MEK1/2/ERK/c-Fos) :+: Ferroptosis","Validated",0,"_NA_","O60245","35926236","_NA_",2023-10-17,"FerrDb team","gene with protein product"
"Ferroptosis","Circ_0000745","_NA_","_NA_","_NA_","Circ_0000745 knockdown restrained cell cycle progression and glycolysis and triggered cell apoptosis and ferroptosis.","Human","Circ_0000745 :-: miR-494-3p, miR-494-3p :-: NET1, NET1 :-: Ferroptosis","Validated",0,"_NA_","_NA_","34957935","_NA_",2023-10-17,"FerrDb team","RNA, Circular"
"Ferroptosis","PNO1","HGNC:32790","ENSG00000115946","_NA_","PNO1 inhibits autophagy-mediated ferroptosis by GSH metabolic reprogramming in hepatocellular carcinoma.","Mice","PNO1 :-: Ferroptosis","Validated",0,"_NA_","Q9NRX1","36446769","_NA_",2023-10-17,"FerrDb team","gene with protein product"
"Ferroptosis","ARG2","HGNC:664","ENSG00000081181","_NA_","We also show that Arg2 suppresses ferroptosis by activating the Akt/GPX4 signaling pathway, negatively regulating sorafenib-induced cell death in melanoma cells.","Mice","Arg2 :+: (Akt/GPX4), (Akt/GPX4) :-: Ferroptosis","Validated",0,"_NA_","P78540","36604146","_NA_",2023-10-20,"FerrDb team","gene with protein product"
"Ferroptosis","RBM24","HGNC:21539","ENSG00000112183","_NA_","RBM24 inhibits ferroptosis via modulating SLC7A11 expression.","Human, mice","RBM24 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q9BX46","36478739","_NA_",2023-10-20,"FerrDb team","gene with protein product"
"Ferroptosis","VDR","HGNC:12679","ENSG00000111424","_NA_","VDR activation attenuates osteoblastic ferroptosis and senescence by stimulating the Nrf2/GPX4 pathway in age-related osteoporosis","Mice","VDR :+: (Nrf2/GPX4), (Nrf2/GPX4) :-: Ferroptosis","Validated",0,"_NA_","P11473","36402439","_NA_",2023-10-20,"FerrDb team","gene with protein product"
"Ferroptosis","FTHL17","HGNC:3987","ENSG00000132446","_NA_","Ferritin confers protection against iron-mediated neurotoxicity and ferroptosis through iron chelating mechanisms in MPP+-induced MES23.5 dopaminergic cells.","Mice","FTHL17 :-: Ferroptosis","Deduced",0,"_NA_","Q9BXU8","36395957","A group of Ferritin.",2023-10-20,"FerrDb team","gene with protein product"
"Ferroptosis","FTH1","HGNC:3976","ENSG00000167996","_NA_","Ferritin confers protection against iron-mediated neurotoxicity and ferroptosis through iron chelating mechanisms in MPP+-induced MES23.5 dopaminergic cells","Mice","FTH1 :-: Ferroptosis","Deduced",0,"_NA_","P02794","36395957","A group of Ferritin.",2023-10-20,"FerrDb team","gene with protein product"
"Ferroptosis","FTL","HGNC:3999","ENSG00000087086","_NA_","Ferritin confers protection against iron-mediated neurotoxicity and ferroptosis through iron chelating mechanisms in MPP+-induced MES23.5 dopaminergic cells","Mice","FTL :-: Ferroptosis","Deduced",0,"_NA_","P02792","36395957","A group of Ferritin.",2023-10-20,"FerrDb team","gene with protein product"
"Ferroptosis","FTMT","HGNC:17345","ENSG00000181867","_NA_","Ferritin confers protection against iron-mediated neurotoxicity and ferroptosis through iron chelating mechanisms in MPP+-induced MES23.5 dopaminergic cells","Mice","FTMT :-: Ferroptosis","Deduced",0,"_NA_","Q8N4E7","36395957","A group of Ferritin.",2023-10-20,"FerrDb team","gene with protein product"
"Ferroptosis","FNDC3B","HGNC:24670","ENSG00000075420","_NA_","Deficiency in FNDC3B leads to the inactivation of the AMPK signaling pathway and downregulation of transferrin, resulting in steatosis and ferroptosis.","Mice","FNDC3B :+: AMPK, AMPK :-: Ferroptosis","Validated",0,"_NA_","Q53EP0","36336231","_NA_",2023-10-20,"FerrDb team","gene with protein product"
