,unique_id,target_id,regulator_id,disease_id,drug_id,unique_id,Regulation,drug2ferroptosis,drug2regulator,drug2target,regulator to target gene,regulator2ferroptosis,target_role4ferroptosis,Vivo model,ReferenceID,disease_detail_icd,disease_detail,in_vitro,Cell Line,pathway_id,Cell_progress
1351,unique00314,P02786,.,ICD-11: CB03,Bleomycin,unique00314,"Bleomycin (BLM) can induce the inhibition of cellular GPX4, leading to the generation of lipid ROS. Besides, BLM treatment significantly increased the expression levels of ACSL4 but similarly decreased those of FSP1. TfR1 expression was significantly increased by BLM treatment but decreased by BLM + DFO treatment. These findings indicate that iron metabolism disorder, iron deposition, and ferroptosis in ATII cells may be involved in the pathogenesis of BLM-induced pulmonary fibrosis.",Inducer,.,Up regulation,.,.,Marker/Suppressor/Driver,"C57BL/6 J mice (8-week old) from SLAC Laboratory Animal Co. LTD (Shanghai, China) were housed in a specific pathogen-free (SPF) barrier system at 20 with 12-h light/dark cycles. They were randomly grouped as follows: (1) intratracheal saline (control group); (2) intraperitoneal deferoxamine (DFO, Sigma-Aldrich; DFO group); (3) intratracheal bleomycin (BLM, Nippon Kayaku Co., Ltd.; BLM group); and (4) intratracheal BLM plus intraperitoneal deferoxamine (BLM + DFO group). They were intratracheally injected with 50 ul of BLM (5 mg/kg) on day 0. For the preventive anti-fibrotic treatment, DFO (50 mg/kg2 day-1) was administered from day 0 to day 20. Lung samples were collected at day 21.",REF000440,ICD-11: CB03,Pulmonary fibrosis,CELL00557,MLE-12,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
1352,unique00317,Q9BRQ8,.,ICD-11: CB03,Bleomycin,unique00317,"Bleomycin (BLM) can induce the inhibition of cellular GPX4, leading to the generation of lipid ROS. Besides, BLM treatment significantly increased the expression levels of ACSL4 but similarly decreased those of FSP1. TfR1 expression was significantly increased by BLM treatment but decreased by BLM + DFO treatment. These findings indicate that iron metabolism disorder, iron deposition, and ferroptosis in ATII cells may be involved in the pathogenesis of BLM-induced pulmonary fibrosis.",Inducer,.,Down regulation,.,.,Suppressor,"C57BL/6 J mice (8-week old) from SLAC Laboratory Animal Co. LTD (Shanghai, China) were housed in a specific pathogen-free (SPF) barrier system at 20 with 12-h light/dark cycles. They were randomly grouped as follows: (1) intratracheal saline (control group); (2) intraperitoneal deferoxamine (DFO, Sigma-Aldrich; DFO group); (3) intratracheal bleomycin (BLM, Nippon Kayaku Co., Ltd.; BLM group); and (4) intratracheal BLM plus intraperitoneal deferoxamine (BLM + DFO group). They were intratracheally injected with 50 ul of BLM (5 mg/kg) on day 0. For the preventive anti-fibrotic treatment, DFO (50 mg/kg2 day-1) was administered from day 0 to day 20. Lung samples were collected at day 21.",REF000440,ICD-11: CB03,Pulmonary fibrosis,CELL00557,MLE-12,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
1353,unique00222,Q13772,.,ICD-11: DA0C,Butyrate,unique00222,"Periodontitis-level butyrate disrupted iron homeostasis by activation of NCOA4-mediated ferritinophagy, leading to ferroptosis in PDLFs. Butyrate-induced iron accumulation, reactive oxygen species (ROS) generation, glutathione depletion and lipid peroxidation in PDLFs, and the butyrate-induced ferroptosis can be blocked by the lipid peroxide scavenger ferrostatin-1.",Inducer,.,Up regulation,.,.,Driver,.,REF000283,ICD-11: DA0C,Periodontitis,CELL10092,PDLFs,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell autophagy
1354,unique01527,P02786,ENSG00000248307,ICD-11: DA0C,.,unique01527,"Inhibition of LINC00616 promoted cell viability and suppressed ferroptosis of PDLSCs. miR-370 was verified to be a target of LINC00616. Additionally, miR-370 targeting the transferrin receptor protein and upregulated transferrin receptor (TFRC) abolished the effects of overexpressed miR-370 on cell viability and ferroptosis of PDLSCs. Therefore, LINC00616 knockdown may be a promising therapeutic strategy for periodontitis.",.,.,.,Up regulation,Driver,Marker/Suppressor/Driver,.,REF000746,ICD-11: DA0C,Periodontitis,CELL10044,Periodontal ligament stem cell,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
1355,unique01528,P02786,MIMAT0000722,ICD-11: DA0C,.,unique01528,"Inhibition of LINC00616 promoted cell viability and suppressed ferroptosis of PDLSCs. miR-370 was verified to be a target of LINC00616. Additionally, miR-370 targeting the transferrin receptor protein and upregulated transferrin receptor (TFRC) abolished the effects of overexpressed miR-370 on cell viability and ferroptosis of PDLSCs. Therefore, LINC00616 knockdown may be a promising therapeutic strategy for periodontitis.",.,.,.,Down regulation,Suppressor,Marker/Suppressor/Driver,.,REF000746,ICD-11: DA0C,Periodontitis,CELL10044,Periodontal ligament stem cell,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
1356,unique00048,Q16236,.,ICD-11: DB91,Glycyrrhizin,unique00048,"The HMGB1 inhibitor glycyrrhizin (GLY) significantly reduced the degree of ferroptosis during acute liver failure (ALF) by inhibiting oxidative stress. Treatment with GLY reduced the degree of liver damage, the expression of HMGB1 was decreased, and the levels of Nrf2, HO1 and GPX4 were increased.",Suppressor,.,Up regulation,.,.,Marker/Suppressor,"In total, 40 male specific- pathogen-free C57BL/6 mice (Hubei Animal Experimental Center) 6-8 weeks old. The mice were randomly divided into 5 groups: The normal group, model group, 15 mg/kg GLY group, 30 mg/kg GLY group and 60 mg/kg GLY group. Except for the normal group, the other four groups of mice were injected intraperitoneally with D-GalN (400 mg/kg) and LPS (100 ug/kg) to induce the ALF model. According to a previous study on GLY gavage doses, three doses of GLY (15, 30 and 60 mg/kg/day) intervention groups were used. A total of 24 mice were divided into three groups. Mice received gavage with different doses of GLY for 3 days before induction of the ALF model.",REF000097,ICD-11: DB91,Acute liver failure,CELL00304,L02,Ferroptosis (hsa04216),Cell ferroptosis
1357,unique01280,Q9UPY5,Q15910,ICD-11: DB91,.,unique01280,HBx facilitates ferroptosis in acute liver failure (ALF) via EZH2/H3K27me3-mediated SLC7A11 suppression.,.,.,.,Down regulation,Driver,Suppressor,"Male C57BL/6 mice (n = 20, 6-8-week-old, b.w. 18-23 g) were purchased from SJA Laboratory Animal Co Ltd., Changsha, Hunan, China. Mice were given 600 mg/kg D-GalN (Sigma-Aldrich) and 30 ug/kg LPS (Sigma-Aldrich) by intraperitoneal injection. Mice in Sham group were received saline injection. For Fer-1 treatment, mice were received 10 mg/kg Fer-1 at 1 h prior to D-GalN and LPS injection. The wild-type (WT) or HBx-Tg mice were then subjected to D-GalN and LPS administration. For GSK126 treatment, wild-type (WT) or HBx-Tg mice were received GSK126 (150 mg/kg) prior to D-GalN and LPS administration.",REF000531,ICD-11: DB91,Acute liver failure,CELL10040; CELL10142,Liver tissues; Primary hepatocytes,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
1358,unique00047,Unspecific Target,P09429,ICD-11: DB91,Glycyrrhizin,unique00047,"The HMGB1 inhibitor glycyrrhizin (GLY) significantly reduced the degree of ferroptosis during acute liver failure (ALF) by inhibiting oxidative stress. Treatment with GLY reduced the degree of liver damage, the expression of HMGB1 was decreased, and the levels of Nrf2, HO1 and GPX4 were increased.",Suppressor,Down regulation,.,.,Driver,.,"In total, 40 male specific- pathogen-free C57BL/6 mice (Hubei Animal Experimental Center) 6-8 weeks old. The mice were randomly divided into 5 groups: The normal group, model group, 15 mg/kg GLY group, 30 mg/kg GLY group and 60 mg/kg GLY group. Except for the normal group, the other four groups of mice were injected intraperitoneally with D-GalN (400 mg/kg) and LPS (100 ug/kg) to induce the ALF model. According to a previous study on GLY gavage doses, three doses of GLY (15, 30 and 60 mg/kg/day) intervention groups were used. A total of 24 mice were divided into three groups. Mice received gavage with different doses of GLY for 3 days before induction of the ALF model.",REF000097,ICD-11: DB91,Acute liver failure,CELL00304,L02,Ferroptosis (hsa04216),Cell ferroptosis
1359,unique00785,O60488,.,ICD-11: DB92,Epigallocatechin Gallate,unique00785,Epigallocatechin-3-Gallate (EGCG) supplementation and Fer-1 treatment apparently increased the protein expression of GPX4 and markedly decreased the protein expression of COX-2 and ACSL4 in the livers of HFD-fed mice. Epigallocatechin gallate may exert protective effects on hepatic lipotoxicity by inhibiting mitochondrial reactive oxygen species-mediated hepatic ferroptosis. Findings from our study provide new insight into prevention and treatment strategies for non-alcoholic fatty liver disease pathological processes.,Suppressor,.,Down regulation,.,.,Driver,"After adaptive feeding, mice were randomly assigned to five groups (n = 10 per group). The details of the groups are as follows: 1) the normal diet (ND) group in which mice were fed ND (18% calories from fat); 2) the HFD group in which mice were fed HFD (60% calories from fat); 3) the HFD-EGCG/L group in which mice received 20 mg/kgbw EGCG by oral gavage daily during HFD feeding; 4) the HFD-EGCG/H group in which mice received 100 mg/kgbw EGCG by oral gavage daily during HFD feeding; and 5) the HFD-Fer-1 group in which mice received intraperitoneal injection of Fer-1 at 1 mg/kg. bw every 3 days during HFD feeding. Mice in the EGCG treatment groups were supplemented with EGCG (20 and 100 mg/kgbw) for 12 weeks. Meanwhile, mice in the ND group and the HFD group were orally gavaged with deionized water daily.",REF001003,ICD-11: DB92,Non-alcoholic fatty liver disease,CELL00304,L-02,Ferroptosis (hsa04216),Cell ferroptosis
1360,unique01171,P36969,P13929,ICD-11: DB92,.,unique01171,"ENO3 promoted the progression of NASH by negatively regulating ferroptosis via elevating GPX4 expression and lipid accumulation. These findings provided solid foundation for the mechanism of ferroptosis on the progression of NASH regulated by ENO3, suggesting that ENO3 may be a potential therapeutic target for non-alcoholic fatty liver disease.",.,.,.,Up regulation,Suppressor,Marker/Suppressor,"Eight-week-old C57BL/6 mice, body weight about 22-24 g, male (n = 24) were purchased from Beijing Vital River Laboratory Animal Technology Co. Ltd China. The mice were randomly divided into four groups and were maintained on a MCD diet (Medicience, Yangzhou, China) for 4, 8, and 12 weeks to induce NASH. Liver tissue and blood samples (from the eyeballs of the mice) were harvested for further analyses. Mice on a normal diet were used as the control.",REF000406,ICD-11: DB92,Non-alcoholic fatty liver disease,CELL00304,L02,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
1361,unique00784,P36969,.,ICD-11: DB92,Epigallocatechin Gallate,unique00784,Epigallocatechin-3-Gallate (EGCG) supplementation and Fer-1 treatment apparently increased the protein expression of GPX4 and markedly decreased the protein expression of COX-2 and ACSL4 in the livers of HFD-fed mice. Epigallocatechin gallate may exert protective effects on hepatic lipotoxicity by inhibiting mitochondrial reactive oxygen species-mediated hepatic ferroptosis. Findings from our study provide new insight into prevention and treatment strategies for non-alcoholic fatty liver disease pathological processes.,Suppressor,.,Up regulation,.,.,Suppressor,"After adaptive feeding, mice were randomly assigned to five groups (n = 10 per group). The details of the groups are as follows: 1) the normal diet (ND) group in which mice were fed ND (18% calories from fat); 2) the HFD group in which mice were fed HFD (60% calories from fat); 3) the HFD-EGCG/L group in which mice received 20 mg/kgbw EGCG by oral gavage daily during HFD feeding; 4) the HFD-EGCG/H group in which mice received 100 mg/kgbw EGCG by oral gavage daily during HFD feeding; and 5) the HFD-Fer-1 group in which mice received intraperitoneal injection of Fer-1 at 1 mg/kg. bw every 3 days during HFD feeding. Mice in the EGCG treatment groups were supplemented with EGCG (20 and 100 mg/kgbw) for 12 weeks. Meanwhile, mice in the ND group and the HFD group were orally gavaged with deionized water daily.",REF001003,ICD-11: DB92,Non-alcoholic fatty liver disease,CELL00304,L-02,Ferroptosis (hsa04216),Cell ferroptosis
1362,unique01140,P36969,Q13011,ICD-11: DB92,.,unique01140,"GPX4, a crucial regulator of ferroptosis, were upregulated in the livers of the ECH1-overexpressing mice. ECH1 knockdown exacerbated nonalcoholic steatohepatitis (NASH) progression, but this phenomenon was reversed through ferroptosis inhibition.",.,.,.,Up regulation,Suppressor,Suppressor,"Six-week-old male C57BL/6 mice were purchased from the Beijing Vital River Laboratory Animal Technology Co., Ltd. (Beijing, China). All of the mice were fed either a standard chow diet (SCD) (containing 62.2% carbohydrate, 24.6% protein, and 13.2% fat) or only a methionine-choline deficient diet (MCD) (containing 20% carbohydrate, 20% protein, and 60% fat) for 8 wk.",REF000373,ICD-11: DB92,Nonalcoholic steatohepatitis,CELL10040; CELL00057,Liver tissues; HEK293T,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
1363,unique01199,P36969,P62328,ICD-11: DB92,.,unique01199,"T4 ( TMSB4X and TMSB4Y) protects hepatocytes by inhibiting the GPX4-mediated ferroptosis pathway, which provides a new strategy and target for the treatment of non-alcoholic fatty liver disease (NAFLD).",.,.,.,Up regulation,Suppressor,Suppressor,"The 42 Specified Pathogen Free (SPF)-grade Sprague Dawley (SD) male rats with weighing (180 &plusmn; 20) g were purchased from Changsha Tianqin Experimental Animal Center. All rat were randomly divided into seven groups (6 rat per group) using a random number table. Rats were deeply anesthetized with chloral hydrate (0.5 ml/kg) and killed at the end of the experiment, after 8 weeks of modeling and 4 weeks of drug treatment.",REF000455,ICD-11: DB92,Non-alcoholic fatty liver disease,CELL00304,LO2,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Apoptosis (hsa04210),Cell ferroptosis; Cell apoptosis; Cell proliferation
1364,unique01200,P36969,O14604,ICD-11: DB92,.,unique01200,"T4 (TMSB4X and TMSB4Y) protects hepatocytes by inhibiting the GPX4-mediated ferroptosis pathway, which provides a new strategy and target for the treatment of non-alcoholic fatty liver disease (NAFLD).",.,.,.,Up regulation,Suppressor,Suppressor,"The 42 Specified Pathogen Free (SPF)-grade Sprague Dawley (SD) male rats with weighing (180 &plusmn; 20) g were purchased from Changsha Tianqin Experimental Animal Center. All rat were randomly divided into seven groups (6 rat per group) using a random number table. Rats were deeply anesthetized with chloral hydrate (0.5 ml/kg) and killed at the end of the experiment, after 8 weeks of modeling and 4 weeks of drug treatment.",REF000455,ICD-11: DB92,Non-alcoholic fatty liver disease,CELL00304,LO2,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Apoptosis (hsa04210),Cell ferroptosis; Cell apoptosis; Cell proliferation
1365,unique00180,Q16236,.,ICD-11: DB92,Ginkgolide B,unique00180,"Ginkgolide B (GB), a main constituent of Ginkgo biloba extracts, reduces hepatic lipid accumulation and ameliorates nonalcoholic fatty liver disease (NAFLD) in obese mice. Remarkably, after Nrf2 interference, GB treatment significantly increased Nrf2 expression, indicating that GB exerted anti-ferroptosis effects by activation of Nrf2 pathway.",Suppressor,.,Up regulation,.,.,Marker/Suppressor,"Male 8-week-old C57/BL6 ApoE-/-mice of weight (22~25 g) were purchased from Changzhou Cavens experimental animal Co., Ltd (Jiangsu, China). After 5 weeks of feeding, HFD-fed mice were randomly assigned into 4 groups (n = 10) : HFD group (0.9 % sodium chloride by gavage), GB-L group (at a high dose of 20 mg kg-1d-1 GB in 0.9 % sodium chloride by gavage), GB-H group (at a high dose of 30 mg kg-1d-1 GB in 0.9 % sodium chloride by gavage), and Ato group (1.3 mg kg-1d-1 Ato in 0.9 % sodium chloride by gavage) as a positive control. The mice in ND group were given the same volume of 0.9 % sodium chloride.",REF000238,ICD-11: DB92,Non-alcoholic fatty liver disease,CELL00048,HepG2,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
1366,unique00786,P35354,.,ICD-11: DB92,Epigallocatechin Gallate,unique00786,Epigallocatechin-3-Gallate (EGCG) supplementation and Fer-1 treatment apparently increased the protein expression of GPX4 and markedly decreased the protein expression of COX-2 and ACSL4 in the livers of HFD-fed mice. Epigallocatechin gallate may exert protective effects on hepatic lipotoxicity by inhibiting mitochondrial reactive oxygen species-mediated hepatic ferroptosis. Findings from our study provide new insight into prevention and treatment strategies for non-alcoholic fatty liver disease pathological processes.,Suppressor,Down regulation,.,.,.,Driver,"After adaptive feeding, mice were randomly assigned to five groups (n = 10 per group). The details of the groups are as follows: 1) the normal diet (ND) group in which mice were fed ND (18% calories from fat); 2) the HFD group in which mice were fed HFD (60% calories from fat); 3) the HFD-EGCG/L group in which mice received 20 mg/kgbw EGCG by oral gavage daily during HFD feeding; 4) the HFD-EGCG/H group in which mice received 100 mg/kgbw EGCG by oral gavage daily during HFD feeding; and 5) the HFD-Fer-1 group in which mice received intraperitoneal injection of Fer-1 at 1 mg/kg. bw every 3 days during HFD feeding. Mice in the EGCG treatment groups were supplemented with EGCG (20 and 100 mg/kgbw) for 12 weeks. Meanwhile, mice in the ND group and the HFD group were orally gavaged with deionized water daily.",REF001003,ICD-11: DB92,Non-alcoholic fatty liver disease,CELL00304,L-02,Ferroptosis (hsa04216),Cell ferroptosis
1367,unique00391,Q14457,Q9BYJ9,ICD-11: DB93,.,unique00391,"m6A reader YTHDF1 promoted BECN1 mRNA stability via recognizing the m6A binding site, thus triggering autophagy activation, and eventually leading to HSC ferroptosis. FTO plasmid and METTL4 shRNA markedly impaired erastin-induced upregulation of NCOA4 and downregulation of FTH1 in HSC-LX2 cells. Overall, m6A modification-dependent ferroptosis as a potential target for the treatment of liver fibrosis.",.,.,.,Up regulation,Driver,Driver,"ICR mice (8-week-old, 18-22 g) were obtained from Yangzhou University (Yangzhou, China). There were 8 mice in each group and they were randomly divided into 6 groups. Mice were treated with Vehicle, CCl4, VA-Lip-control-vector+CCl4+Erastin, VA-Lip-Mettl4-shRNA+CCl4+Erastin, VA-Lip-Fto-plasmid+CCl4+Erastin, VA-Lip- Ythdf1-shRNA+CCl4+Erastin, respectively. A mixture of olive oil and carbon tetrachloride (CCl4) (9:1 (v/v)) was used to trigger liver fibrosis in mouse model by intraperitoneal injection (0.1 ml/20 g body weight), according to our previous reports.",REF000525,ICD-11: DB93,Liver fibrosis,CELL10073,HSCs,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Autophagy (hsa04140),Cell ferroptosis; Cell autophagy
1368,unique00389,P02794,Q9C0B1,ICD-11: DB93,.,unique00389,"m6A reader YTHDF1 promoted BECN1 mRNA stability via recognizing the m6A binding site, thus triggering autophagy activation, and eventually leading to HSC ferroptosis. FTO plasmid and METTL4 shRNA markedly impaired erastin-induced upregulation of NCOA4 and downregulation of FTH1 in HSC-LX2 cells. Overall, m6A modification-dependent ferroptosis as a potential target for the treatment of liver fibrosis.",.,.,.,Up regulation,Suppressor,Marker/Suppressor,"ICR mice (8-week-old, 18-22 g) were obtained from Yangzhou University (Yangzhou, China). There were 8 mice in each group and they were randomly divided into 6 groups. Mice were treated with Vehicle, CCl4, VA-Lip-control-vector+CCl4+Erastin, VA-Lip-Mettl4-shRNA+CCl4+Erastin, VA-Lip-Fto-plasmid+CCl4+Erastin, VA-Lip- Ythdf1-shRNA+CCl4+Erastin, respectively. A mixture of olive oil and carbon tetrachloride (CCl4) (9:1 (v/v)) was used to trigger liver fibrosis in mouse model by intraperitoneal injection (0.1 ml/20 g body weight), according to our previous reports.",REF000525,ICD-11: DB93,Liver fibrosis,CELL10073,HSCs,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Autophagy (hsa04140),Cell ferroptosis; Cell autophagy
1369,unique00163,P36969,.,ICD-11: DB93,Chrysophanol,unique00163,"Chrysophanol significantly induced HBx-transfected HSC-T6 death by inducing ferroptosis, as demonstrated by lipid ROS accumulation and upregulation of expression of ER markers, such as Bip, CHOP, and p-IRE1, and ferroptotic markers, such as GPX4 and SLC7A11. Therefore, chrysophanol may exert ferroptotic effects on activated HSCs to prevent liver fibrosis.",Inducer,.,Down regulation,.,.,Suppressor,.,REF000218,ICD-11: DB93,Liver fibrosis,CELL00594,HSC-T6,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
1370,unique00177,P48200,.,ICD-11: DB93,Artemether,unique00177,"ART (artemether) could lead to the accumulation of IRP2 a  in hepatic stellate cell by inhibiting the ubiquitination of it, thus inducing the increase of iron in HSC (hepatic stellate cell), which could product a large number of ROS (reactive oxide species), resulting the occurrence of ferroptosis in cells. The findings provided an experimental basis for ART to become a drug for the treatment of liver fibrosis.",Inducer,.,Up regulation,.,.,Driver,"The animal experiment scheme was approved by the institution of Nanjing University ofChinese Medicine (Nanjing, China) and the local animal protection and utilization committee. After the last administration, diet was prohibited, but drinking water was not restricted. 24 h later, the mice were weighed and taken blood.",REF000235,ICD-11: DB93,Liver fibrosis,CELL10073; CELL00594; CELL00508; CELL00048,HSC-LX2; HSC-T6; LO-2; HepG2,Ferroptosis (hsa04216); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis
1371,unique00390,Q13772,Q9C0B1,ICD-11: DB93,.,unique00390,"m6A reader YTHDF1 promoted BECN1 mRNA stability via recognizing the m6A binding site, thus triggering autophagy activation, and eventually leading to HSC ferroptosis. FTO plasmid and METTL4 shRNA markedly impaired erastin-induced upregulation of NCOA4 and downregulation of FTH1 in HSC-LX2 cells. Overall, m6A modification-dependent ferroptosis as a potential target for the treatment of liver fibrosis.",.,.,.,Down regulation,Suppressor,Driver,"ICR mice (8-week-old, 18-22 g) were obtained from Yangzhou University (Yangzhou, China). There were 8 mice in each group and they were randomly divided into 6 groups. Mice were treated with Vehicle, CCl4, VA-Lip-control-vector+CCl4+Erastin, VA-Lip-Mettl4-shRNA+CCl4+Erastin, VA-Lip-Fto-plasmid+CCl4+Erastin, VA-Lip- Ythdf1-shRNA+CCl4+Erastin, respectively. A mixture of olive oil and carbon tetrachloride (CCl4) (9:1 (v/v)) was used to trigger liver fibrosis in mouse model by intraperitoneal injection (0.1 ml/20 g body weight), according to our previous reports.",REF000525,ICD-11: DB93,Liver fibrosis,CELL10073,HSCs,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Autophagy (hsa04140),Cell ferroptosis; Cell autophagy
1372,unique01017,Q96A46,Q9NPI1,ICD-11: DB93,.,unique01017,"BRD7-P53-SLC25A28 axis involves in mediating ferroptosis via mitochondrial iron metabolism pathway. These findings reveal novel signal transduction and regulatory mechanism of ferroptosis, and also suggest BRD7-P53-SLC25A28 axis as potential targets for liver fibrosis.",.,.,.,Up regulation,Driver,Driver,"Eight-week-old male C57BL/6 mice were purchased from Nanjing Medical University (Nanjing, China). Sixty mice were randomly divided into six groups of ten animals each with comparable mean body weight. Mice of six groups were treated with Sham, BDL + VA-Lip-Control-shRNA, BDL + VA-Lip-Control-shRNA + erastin, BDL + VA-Lip-BRD7-shRNA + erastin, BDL + VA-Lip-P53-shRNA + erastin or BDL + VA-Lip-SLC25A28-shRNA + erastin, respectively. Mice were anesthetized with isoflurane. A midline laparotomy was performed, and the common bile duct was ligated close to the liver hilus immediately below the bifurcation with 3-0 surgical silk and cut between the ligatures as described previously.",REF000223,ICD-11: DB93,Liver fibrosis,CELL10073; CELL00594,HSC-LX2; HSC-T6,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Apoptosis (hsa04210),Cell ferroptosis; Cell apoptosis; Cell proliferation
1373,unique01018,Q96A46,Q9NPI1,ICD-11: DB93,.,unique01018,"BRD7-P53-SLC25A28 axis involves in mediating ferroptosis via mitochondrial iron metabolism pathway. These findings reveal novel signal transduction and regulatory mechanism of ferroptosis, and also suggest BRD7-P53-SLC25A28 axis as potential targets for liver fibrosis.",.,.,.,Up regulation,Driver,Driver,"Eight-week-old male C57BL/6 mice were purchased from Nanjing Medical University (Nanjing, China). Sixty mice were randomly divided into six groups of ten animals each with comparable mean body weight. Mice of six groups were treated with Sham, BDL + VA-Lip-Control-shRNA, BDL + VA-Lip-Control-shRNA + erastin, BDL + VA-Lip-BRD7-shRNA + erastin, BDL + VA-Lip-P53-shRNA + erastin or BDL + VA-Lip-SLC25A28-shRNA + erastin, respectively. Mice were anesthetized with isoflurane. A midline laparotomy was performed, and the common bile duct was ligated close to the liver hilus immediately below the bifurcation with 3-0 surgical silk and cut between the ligatures as described previously.",REF000223,ICD-11: DB93,Liver fibrosis,CELL10073; CELL00594,HSC-LX2; HSC-T6,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Apoptosis (hsa04210),Cell ferroptosis; Cell apoptosis; Cell proliferation
1374,dupunique01017,Q96A46,P04637,ICD-11: DB93,.,dupunique01017,"BRD7- P53-SLC25A28 axis involves in mediating ferroptosis via mitochondrial iron metabolism pathway. These findings reveal novel signal transduction and regulatory mechanism of ferroptosis, and also suggest BRD7- P53-SLC25A28 axis as potential targets for liver fibrosis.",.,.,.,Up regulation,Driver,Driver,"Eight-week-old male C57BL/6 mice were purchased from Nanjing Medical University (Nanjing, China). Sixty mice were randomly divided into six groups of ten animals each with comparable mean body weight. Mice of six groups were treated with Sham, BDL + VA-Lip-Control-shRNA, BDL + VA-Lip-Control-shRNA + erastin, BDL + VA-Lip-BRD7-shRNA + erastin, BDL + VA-Lip-P53-shRNA + erastin or BDL + VA-Lip-SLC25A28-shRNA + erastin, respectively. Mice were anesthetized with isoflurane. A midline laparotomy was performed, and the common bile duct was ligated close to the liver hilus immediately below the bifurcation with 3-0 surgical silk and cut between the ligatures as described previously.",REF000223,ICD-11: DB93,Liver fibrosis,CELL10073; CELL00594,HSC-LX2; HSC-T6,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Apoptosis (hsa04210),Cell ferroptosis; Cell apoptosis; Cell proliferation
1375,unique01151,Q9UPY5,Q12899,ICD-11: DB93,.,unique01151,TRIM26 promotes HSCs ferroptosis to suppress liver fibrosis through mediating the ubiquitination of SLC7A11. The TRIM26-targeted SLC7A11 suppression can be a novel therapeutic strategy for liver fibrosis.,.,.,.,Down regulation,Driver,Suppressor,"A total of 24 C57BL/6 mice were obtained from the Sippr-BK laboratory animal Co., Ltd. (Shanghai, China). They were randomly divided into four groups: Group I, Vehicle (control); Group II, CCl4; Group III, CCL4 + Vector; Group IV, CCL4 + oeTRIM26. Liver fibrosis was induced in Groups II - IV, by intraperitoneally injecting 50% carbon tetrachloride (CCl4) in corn oil (0.1 mL/100 g body weight) over 8 weeks (3 times/week); control mice were injected with corn oil only. Then, recombinant adenovirus Vector or oeTRIM26 (5 x 10<sup>9</sup> pfu/mouse, 0.5 mL) was injected into the mice of Group III or IV, respectively, through the tail vein.",REF000386,ICD-11: DB93,Liver fibrosis,CELL00466,LX-2,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis; Cell proliferation
1376,unique00164,Q9UPY5,.,ICD-11: DB93,Chrysophanol,unique00164,"Chrysophanol significantly induced HBx-transfected HSC-T6 death by inducing ferroptosis, as demonstrated by lipid ROS accumulation and upregulation of expression of ER markers, such as Bip, CHOP, and p-IRE1, and ferroptotic markers, such as GPX4 and SLC7A11. Therefore, chrysophanol may exert ferroptotic effects on activated HSCs to prevent liver fibrosis.",Inducer,.,Down regulation,.,.,Suppressor,.,REF000218,ICD-11: DB93,Liver fibrosis,CELL00594,HSC-T6,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
